Calculation1,Number of Records,Base Experience,Base Happiness,Base Stat,Capture Rate,Color Id,Conquest Order,Effort,Evolution Chain Id,Evolves From Species Id,Forms Switchable,Gender Rate,Generation Id (Generation Names.Csv),Generation Id,Growth Rate Id,Habitat Id,Has Gender Differences,Hatch Counter,Height,Id (Generations.Csv),Id (Pokemon Species.Csv),Id,Identifier (Generations.Csv),Identifier (Pokemon Species.Csv),Identifier,Is Baby,Is Default,Local Language Id (Generation Names.Csv),Local Language Id (Type Names.Csv),Local Language Id,Main Region Id,Name (Generation Names.Csv),Name (Type Names.Csv),Name,Order (Pokemon Species.Csv),Order,Pokemon Id (Pokemon Types.Csv),Pokemon Id,Shape Id,Slot,Species Id,Stat Id (Stat Names.Csv),Stat Id,Type Id (Type Names.Csv),Type Id,Weight
50,1,67,35,50,190,5,,0,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,PV,359,417,331,331,12,1,331,1,1,12,12,513
85,1,67,35,85,190,5,,0,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,Attaque,359,417,331,331,12,1,331,2,2,12,12,513
40,1,67,35,40,190,5,,0,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,Défense,359,417,331,331,12,1,331,3,3,12,12,513
85,1,67,35,85,190,5,,1,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,Attaque Spéciale,359,417,331,331,12,1,331,4,4,12,12,513
40,1,67,35,40,190,5,,0,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,Défense Spéciale,359,417,331,331,12,1,331,5,5,12,12,513
35,1,67,35,35,190,5,,0,167,,0,4,3,3,4,6,0,20,4,3,331,331,generation-iii,cacnea,cacnea,0,1,9,5,5,3,Generation III,Plante,Vitesse,359,417,331,331,12,1,331,6,6,12,12,513
70,1,166,35,70,60,5,,0,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,PV,360,418,332,332,12,1,332,1,1,12,12,774
115,1,166,35,115,60,5,,1,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,Attaque,360,418,332,332,12,1,332,2,2,12,12,774
60,1,166,35,60,60,5,,0,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,Défense,360,418,332,332,12,1,332,3,3,12,12,774
115,1,166,35,115,60,5,,1,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,Attaque Spéciale,360,418,332,332,12,1,332,4,4,12,12,774
60,1,166,35,60,60,5,,0,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,Défense Spéciale,360,418,332,332,12,1,332,5,5,12,12,774
55,1,166,35,55,60,5,,0,167,331,0,4,3,3,4,6,1,20,13,3,332,332,generation-iii,cacturne,cacturne,0,1,9,5,5,3,Generation III,Plante,Vitesse,360,418,332,332,12,1,332,6,6,12,12,774
45,1,62,70,45,255,2,,0,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,PV,361,419,333,333,9,1,333,1,1,1,1,12
40,1,62,70,40,255,2,,0,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,Attaque,361,419,333,333,9,1,333,2,2,1,1,12
60,1,62,70,60,255,2,,0,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,Défense,361,419,333,333,9,1,333,3,3,1,1,12
40,1,62,70,40,255,2,,0,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,Attaque Spéciale,361,419,333,333,9,1,333,4,4,1,1,12
75,1,62,70,75,255,2,,1,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,Défense Spéciale,361,419,333,333,9,1,333,5,5,1,1,12
50,1,62,70,50,255,2,,0,168,,0,4,3,3,5,2,0,20,4,3,333,333,generation-iii,swablu,swablu,0,1,9,5,5,3,Generation III,Normal,Vitesse,361,419,333,333,9,1,333,6,6,1,1,12
75,1,172,70,75,45,2,,0,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,PV,362,420,334,334,9,1,334,1,1,16,16,206
70,1,172,70,70,45,2,,0,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,Attaque,362,420,334,334,9,1,334,2,2,16,16,206
90,1,172,70,90,45,2,,0,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,Défense,362,420,334,334,9,1,334,3,3,16,16,206
70,1,172,70,70,45,2,,0,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,Attaque Spéciale,362,420,334,334,9,1,334,4,4,16,16,206
105,1,172,70,105,45,2,,2,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,Défense Spéciale,362,420,334,334,9,1,334,5,5,16,16,206
80,1,172,70,80,45,2,,0,168,333,1,4,3,3,5,2,0,20,11,3,334,334,generation-iii,altaria,altaria,0,1,9,5,5,3,Generation III,Dragon,Vitesse,362,420,334,334,9,1,334,6,6,16,16,206
73,1,160,70,73,90,9,,0,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,PV,363,422,335,335,6,1,335,1,1,1,1,403
115,1,160,70,115,90,9,,2,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,Attaque,363,422,335,335,6,1,335,2,2,1,1,403
60,1,160,70,60,90,9,,0,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,Défense,363,422,335,335,6,1,335,3,3,1,1,403
60,1,160,70,60,90,9,,0,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,Attaque Spéciale,363,422,335,335,6,1,335,4,4,1,1,403
60,1,160,70,60,90,9,,0,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,Défense Spéciale,363,422,335,335,6,1,335,5,5,1,1,403
90,1,160,70,90,90,9,,0,169,,0,4,3,3,5,3,0,20,13,3,335,335,generation-iii,zangoose,zangoose,0,1,9,5,5,3,Generation III,Normal,Vitesse,363,422,335,335,6,1,335,6,6,1,1,403
73,1,160,70,73,90,1,,0,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,PV,364,423,336,336,2,1,336,1,1,4,4,525
100,1,160,70,100,90,1,,1,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,Attaque,364,423,336,336,2,1,336,2,2,4,4,525
60,1,160,70,60,90,1,,0,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,Défense,364,423,336,336,2,1,336,3,3,4,4,525
100,1,160,70,100,90,1,,1,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,Attaque Spéciale,364,423,336,336,2,1,336,4,4,4,4,525
60,1,160,70,60,90,1,,0,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,Défense Spéciale,364,423,336,336,2,1,336,5,5,4,4,525
65,1,160,70,65,90,1,,0,170,,0,4,3,3,6,3,0,20,27,3,336,336,generation-iii,seviper,seviper,0,1,9,5,5,3,Generation III,Poison,Vitesse,364,423,336,336,2,1,336,6,6,4,4,525
90,1,161,70,90,45,10,,0,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,PV,365,424,337,337,1,1,337,1,1,6,6,1680
55,1,161,70,55,45,10,,0,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,Attaque,365,424,337,337,1,1,337,2,2,6,6,1680
65,1,161,70,65,45,10,,0,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,Défense,365,424,337,337,1,1,337,3,3,6,6,1680
95,1,161,70,95,45,10,,2,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,Attaque Spéciale,365,424,337,337,1,1,337,4,4,6,6,1680
85,1,161,70,85,45,10,,0,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,Défense Spéciale,365,424,337,337,1,1,337,5,5,6,6,1680
70,1,161,70,70,45,10,,0,171,,0,-1,3,3,3,1,0,25,10,3,337,337,generation-iii,lunatone,lunatone,0,1,9,5,5,3,Generation III,Roche,Vitesse,365,424,337,337,1,1,337,6,6,6,6,1680
90,1,161,70,90,45,8,,0,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,PV,366,425,338,338,1,1,338,1,1,6,6,1540
95,1,161,70,95,45,8,,2,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,Attaque,366,425,338,338,1,1,338,2,2,6,6,1540
85,1,161,70,85,45,8,,0,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,Défense,366,425,338,338,1,1,338,3,3,6,6,1540
55,1,161,70,55,45,8,,0,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,Attaque Spéciale,366,425,338,338,1,1,338,4,4,6,6,1540
65,1,161,70,65,45,8,,0,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,Défense Spéciale,366,425,338,338,1,1,338,5,5,6,6,1540
70,1,161,70,70,45,8,,0,172,,0,-1,3,3,3,1,0,25,12,3,338,338,generation-iii,solrock,solrock,0,1,9,5,5,3,Generation III,Roche,Vitesse,366,425,338,338,1,1,338,6,6,6,6,1540
50,1,58,70,50,190,4,,1,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,PV,367,426,339,339,3,1,339,1,1,11,11,19
48,1,58,70,48,190,4,,0,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,Attaque,367,426,339,339,3,1,339,2,2,11,11,19
43,1,58,70,43,190,4,,0,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,Défense,367,426,339,339,3,1,339,3,3,11,11,19
46,1,58,70,46,190,4,,0,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,Attaque Spéciale,367,426,339,339,3,1,339,4,4,11,11,19
41,1,58,70,41,190,4,,0,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,Défense Spéciale,367,426,339,339,3,1,339,5,5,11,11,19
60,1,58,70,60,190,4,,0,173,,0,4,3,3,2,9,0,20,4,3,339,339,generation-iii,barboach,barboach,0,1,9,5,5,3,Generation III,Eau,Vitesse,367,426,339,339,3,1,339,6,6,11,11,19
110,1,164,70,110,75,2,,2,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,PV,368,427,340,340,3,1,340,1,1,11,11,236
78,1,164,70,78,75,2,,0,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,Attaque,368,427,340,340,3,1,340,2,2,11,11,236
73,1,164,70,73,75,2,,0,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,Défense,368,427,340,340,3,1,340,3,3,11,11,236
76,1,164,70,76,75,2,,0,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,Attaque Spéciale,368,427,340,340,3,1,340,4,4,11,11,236
71,1,164,70,71,75,2,,0,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,Défense Spéciale,368,427,340,340,3,1,340,5,5,11,11,236
60,1,164,70,60,75,2,,0,173,339,0,4,3,3,2,9,0,20,9,3,340,340,generation-iii,whiscash,whiscash,0,1,9,5,5,3,Generation III,Eau,Vitesse,368,427,340,340,3,1,340,6,6,11,11,236
43,1,62,70,43,205,8,,0,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,PV,369,428,341,341,14,1,341,1,1,11,11,115
80,1,62,70,80,205,8,,1,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,Attaque,369,428,341,341,14,1,341,2,2,11,11,115
65,1,62,70,65,205,8,,0,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,Défense,369,428,341,341,14,1,341,3,3,11,11,115
50,1,62,70,50,205,8,,0,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,Attaque Spéciale,369,428,341,341,14,1,341,4,4,11,11,115
35,1,62,70,35,205,8,,0,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,Défense Spéciale,369,428,341,341,14,1,341,5,5,11,11,115
35,1,62,70,35,205,8,,0,174,,0,4,3,3,6,9,0,15,6,3,341,341,generation-iii,corphish,corphish,0,1,9,5,5,3,Generation III,Eau,Vitesse,369,428,341,341,14,1,341,6,6,11,11,115
63,1,164,70,63,155,8,,0,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,9,5,5,3,Generation III,Eau,PV,370,429,342,342,14,1,342,1,1,11,11,328
120,1,164,70,120,155,8,,2,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,9,5,5,3,Generation III,Eau,Attaque,370,429,342,342,14,1,342,2,2,11,11,328
76,1,161,70,76,75,2,,0,86,170,0,4,2,2,1,7,0,20,12,2,171,171,generation-ii,lanturn,lanturn,0,1,6,5,5,2,Generation II,Eau,Défense Spéciale,202,244,171,171,3,1,171,5,5,11,11,225
67,1,161,70,67,75,2,,0,86,170,0,4,2,2,1,7,0,20,12,2,171,171,generation-ii,lanturn,lanturn,0,1,6,5,5,2,Generation II,Eau,Vitesse,202,244,171,171,3,1,171,6,6,11,11,225
20,1,41,70,20,190,10,15,0,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,PV,25,34,172,172,8,1,172,1,1,13,13,20
40,1,41,70,40,190,10,15,0,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,Attaque,25,34,172,172,8,1,172,2,2,13,13,20
15,1,41,70,15,190,10,15,0,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,Défense,25,34,172,172,8,1,172,3,3,13,13,20
35,1,41,70,35,190,10,15,0,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,Attaque Spéciale,25,34,172,172,8,1,172,4,4,13,13,20
35,1,41,70,35,190,10,15,0,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,Défense Spéciale,25,34,172,172,8,1,172,5,5,13,13,20
60,1,41,70,60,190,10,15,1,10,,0,4,2,2,2,2,0,10,3,2,172,172,generation-ii,pichu,pichu,1,1,6,5,5,2,Generation II,Électrik,Vitesse,25,34,172,172,8,1,172,6,6,13,13,20
50,1,44,140,50,150,6,,0,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,PV,36,54,173,173,6,1,173,1,1,18,18,30
25,1,44,140,25,150,6,,0,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,Attaque,36,54,173,173,6,1,173,2,2,18,18,30
28,1,44,140,28,150,6,,0,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,Défense,36,54,173,173,6,1,173,3,3,18,18,30
45,1,44,140,45,150,6,,0,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,Attaque Spéciale,36,54,173,173,6,1,173,4,4,18,18,30
55,1,44,140,55,150,6,,1,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,Défense Spéciale,36,54,173,173,6,1,173,5,5,18,18,30
15,1,44,140,15,150,6,,0,14,,0,6,2,2,3,4,0,10,3,2,173,173,generation-ii,cleffa,cleffa,1,1,6,5,5,2,Generation II,Fée,Vitesse,36,54,173,173,6,1,173,6,6,18,18,30
90,1,42,70,90,170,6,20,1,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,PV,41,61,174,174,12,1,174,1,1,1,1,10
30,1,42,70,30,170,6,20,0,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,Attaque,41,61,174,174,12,1,174,2,2,1,1,10
15,1,42,70,15,170,6,20,0,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,Défense,41,61,174,174,12,1,174,3,3,1,1,10
40,1,42,70,40,170,6,20,0,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,Attaque Spéciale,41,61,174,174,12,1,174,4,4,1,1,10
20,1,42,70,20,170,6,20,0,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,Défense Spéciale,41,61,174,174,12,1,174,5,5,1,1,10
15,1,42,70,15,170,6,20,0,16,,0,6,2,2,3,3,0,10,3,2,174,174,generation-ii,igglybuff,igglybuff,1,1,6,5,5,2,Generation II,Normal,Vitesse,41,61,174,174,12,1,174,6,6,1,1,10
35,1,49,70,35,190,9,,0,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,PV,203,245,175,175,12,1,175,1,1,18,18,15
20,1,49,70,20,190,9,,0,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,Attaque,203,245,175,175,12,1,175,2,2,18,18,15
65,1,49,70,65,190,9,,0,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,Défense,203,245,175,175,12,1,175,3,3,18,18,15
40,1,49,70,40,190,9,,0,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,Attaque Spéciale,203,245,175,175,12,1,175,4,4,18,18,15
65,1,49,70,65,190,9,,1,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,Défense Spéciale,203,245,175,175,12,1,175,5,5,18,18,15
20,1,49,70,20,190,9,,0,87,,0,1,2,2,3,2,0,10,3,2,175,175,generation-ii,togepi,togepi,1,1,6,5,5,2,Generation II,Fée,Vitesse,203,245,175,175,12,1,175,6,6,18,18,15
55,1,142,70,55,75,9,,0,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,PV,204,246,176,176,12,1,176,1,1,18,18,32
40,1,142,70,40,75,9,,0,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,Attaque,204,246,176,176,12,1,176,2,2,18,18,32
85,1,142,70,85,75,9,,0,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,Défense,204,246,176,176,12,1,176,3,3,18,18,32
80,1,142,70,80,75,9,,0,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,Attaque Spéciale,204,246,176,176,12,1,176,4,4,18,18,32
105,1,142,70,105,75,9,,2,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,Défense Spéciale,204,246,176,176,12,1,176,5,5,18,18,32
40,1,142,70,40,75,9,,0,87,175,0,1,2,2,3,2,0,10,6,2,176,176,generation-ii,togetic,togetic,0,1,6,5,5,2,Generation II,Fée,Vitesse,204,246,176,176,12,1,176,6,6,18,18,32
40,1,64,70,40,190,5,,0,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,PV,206,248,177,177,9,1,177,1,1,14,14,20
50,1,64,70,50,190,5,,0,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,Attaque,206,248,177,177,9,1,177,2,2,14,14,20
45,1,64,70,45,190,5,,0,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,Défense,206,248,177,177,9,1,177,3,3,14,14,20
70,1,64,70,70,190,5,,1,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,Attaque Spéciale,206,248,177,177,9,1,177,4,4,14,14,20
45,1,64,70,45,190,5,,0,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,Défense Spéciale,206,248,177,177,9,1,177,5,5,14,14,20
70,1,64,70,70,190,5,,0,88,,0,4,2,2,2,2,0,20,2,2,177,177,generation-ii,natu,natu,0,1,6,5,5,2,Generation II,Psy,Vitesse,206,248,177,177,9,1,177,6,6,14,14,20
65,1,165,70,65,75,5,,0,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,PV,207,249,178,178,9,1,178,1,1,14,14,150
75,1,165,70,75,75,5,,0,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,Attaque,207,249,178,178,9,1,178,2,2,14,14,150
70,1,165,70,70,75,5,,0,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,Défense,207,249,178,178,9,1,178,3,3,14,14,150
95,1,165,70,95,75,5,,1,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,Attaque Spéciale,207,249,178,178,9,1,178,4,4,14,14,150
70,1,165,70,70,75,5,,0,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,Défense Spéciale,207,249,178,178,9,1,178,5,5,14,14,150
95,1,165,70,95,75,5,,1,88,177,0,4,2,2,2,2,1,20,15,2,178,178,generation-ii,xatu,xatu,0,1,6,5,5,2,Generation II,Psy,Vitesse,207,249,178,178,9,1,178,6,6,14,14,150
55,1,56,70,55,235,9,45,0,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,PV,208,250,179,179,8,1,179,1,1,13,13,78
40,1,56,70,40,235,9,45,0,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,Attaque,208,250,179,179,8,1,179,2,2,13,13,78
40,1,56,70,40,235,9,45,0,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,Défense,208,250,179,179,8,1,179,3,3,13,13,78
65,1,56,70,65,235,9,45,1,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,Attaque Spéciale,208,250,179,179,8,1,179,4,4,13,13,78
45,1,56,70,45,235,9,45,0,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,Défense Spéciale,208,250,179,179,8,1,179,5,5,13,13,78
35,1,56,70,35,235,9,45,0,89,,0,4,2,2,4,3,0,20,6,2,179,179,generation-ii,mareep,mareep,0,1,6,5,5,2,Generation II,Électrik,Vitesse,208,250,179,179,8,1,179,6,6,13,13,78
70,1,128,70,70,120,6,46,0,89,179,0,4,2,2,4,3,0,20,8,2,180,180,generation-ii,flaaffy,flaaffy,0,1,6,5,5,2,Generation II,Électrik,PV,209,251,180,180,6,1,180,1,1,13,13,133
55,1,128,70,55,120,6,46,0,89,179,0,4,2,2,4,3,0,20,8,2,180,180,generation-ii,flaaffy,flaaffy,0,1,6,5,5,2,Generation II,Électrik,Attaque,209,251,180,180,6,1,180,2,2,13,13,133
55,1,128,70,55,120,6,46,0,89,179,0,4,2,2,4,3,0,20,8,2,180,180,generation-ii,flaaffy,flaaffy,0,1,6,5,5,2,Generation II,Électrik,Défense,209,251,180,180,6,1,180,3,3,13,13,133
80,1,128,70,80,120,6,46,2,89,179,0,4,2,2,4,3,0,20,8,2,180,180,generation-ii,flaaffy,flaaffy,0,1,6,5,5,2,Generation II,Électrik,Attaque Spéciale,209,251,180,180,6,1,180,4,4,13,13,133
